train_rl2,test_rl2,test_matrl2
0.7986030149459838,0.6711903660744428,1.212629795074463
0.53161840736866,0.3581833114475012,0.7032392024993896
0.24300183862447738,0.12892469914630056,0.5979627370834351
0.08526143424212933,0.050761509733274576,0.5662530660629272
0.04770835407078266,0.03517308292444796,0.5577375888824463
0.03094837620854378,0.028433773340657352,0.5612014532089233
0.03653095275163651,0.04854517896659672,0.5891978144645691
0.023203015830367803,0.01546983960783109,0.5640771389007568
0.01902937941253185,0.0150685005588457,0.5614476799964905
0.018236349001526833,0.02015122733078897,0.5535798072814941
0.023463390357792376,0.013906595185399056,0.5634189248085022
0.01869976494461298,0.02355306132696569,0.5575822591781616
0.022230798844248056,0.01479806016664952,0.5638926029205322
0.016389817111194135,0.02667938185390085,0.5658324360847473
0.01786783675663173,0.013453014632686973,0.5529180765151978
0.01645170507952571,0.01485652638366446,0.5600183606147766
0.01337480291724205,0.009570890155155212,0.5613512396812439
0.014900320526212454,0.0075548542116303,0.556004524230957
0.01454521636478603,0.013831542739644646,0.5632609128952026
0.013275564219802617,0.022580705513246358,0.5672804713249207
0.01567180178128183,0.01641562667908147,0.5557723045349121
0.015186006492003799,0.02310194934718311,0.5458790063858032
0.01639871292747557,0.015554922287119553,0.5625816583633423
0.014513510009273888,0.019650396979413925,0.5554845333099365
0.015227824980393052,0.012887481264770032,0.5530524253845215
0.012964913714677095,0.007581101246178151,0.5582490563392639
0.010980046335607768,0.015066660316661,0.5513687133789062
0.017327100578695534,0.017422695397399365,0.5512209534645081
0.013981347531080246,0.017550728591158984,0.5517448782920837
0.016756023364141583,0.014956878619268537,0.5588799118995667
0.01604654923081398,0.01810636722948402,0.5610768795013428
0.012750003952533007,0.015532335173338652,0.549382746219635
0.011186111066490412,0.02032882536528632,0.5674427151679993
0.018348070979118346,0.022489025029353796,0.5543043613433838
0.011919375043362379,0.017384563849773257,0.5555830597877502
0.015946622034534813,0.021691771638579667,0.5561254024505615
0.014352592825889587,0.014914229395799339,0.5530455112457275
0.012333901552483439,0.024117934147361665,0.556705117225647
0.012619589362293482,0.009628646536730229,0.557838499546051
0.014390346892178059,0.019965904012788086,0.5564305186271667
0.014355710251256823,0.011271319326478988,0.555449366569519
0.014003846291452647,0.013924033534713089,0.5491403341293335
0.014418496731668711,0.02205166494473815,0.554779052734375
0.01332599793560803,0.007921370157273486,0.5564589500427246
0.010076706167310476,0.009520536561030895,0.5564952492713928
0.01047195916995406,0.014276747517287731,0.5537623167037964
0.017154492251574994,0.010437263655476273,0.5570042729377747
0.011532851736992597,0.011721486821770669,0.5577756762504578
0.014152804920449853,0.01596806452376768,0.5557869076728821
0.014513471378013492,0.01038741716183722,0.5544118881225586
0.014740508105605841,0.020210172212682665,0.5558331608772278
0.013268394279293716,0.008508968516252935,0.5566955208778381
0.012228089207783342,0.016259266017004847,0.5583374500274658
0.010924813589081168,0.008296662574866786,0.555304229259491
0.012791543416678906,0.009285630532540381,0.5574133396148682
0.012052690647542476,0.005682473551132716,0.5553416609764099
0.011215502675622702,0.008867505039088428,0.5510316491127014
0.011229044469073414,0.008379640113562346,0.5523194074630737
0.010488089378923178,0.008234303760109469,0.5563474893569946
0.010302830021828413,0.008792112616356462,0.5558532476425171
0.009865318047814072,0.021709898835979402,0.5454691648483276
0.014751529144123197,0.018359104013070462,0.5512125492095947
0.011825376460328697,0.018149471902288498,0.547122061252594
0.011661057118326426,0.013757514697499574,0.5561901926994324
0.014248404745012521,0.010112039926461876,0.5520480275154114
0.013209751211106777,0.009783001593314111,0.5563429594039917
0.011081897262483835,0.020133624910376968,0.5575969815254211
0.016229016445577144,0.013433425799012183,0.5524991154670715
0.012103926315903664,0.011439924479927867,0.5579625964164734
0.013557643499225377,0.014137034288141876,0.5490987300872803
0.015031904177740217,0.015390033249277622,0.5568676590919495
0.012820767713710665,0.013718271639663725,0.5490800738334656
0.010277071427553892,0.007484935247339309,0.5527249574661255
0.0163787196110934,0.02333918569609523,0.5460730195045471
0.01101883285678923,0.0077758210466708985,0.557483434677124
0.010437889639288187,0.012301374254748225,0.5559243559837341
0.009684840762056411,0.010289585026912391,0.5591828227043152
0.011899764519184827,0.0089073363377247,0.5550135970115662
0.01725793931633234,0.016806556307710708,0.559197187423706
0.009259117599576712,0.00637301623239182,0.553290069103241
0.01007762416265905,0.00934560360852629,0.5536746382713318
0.010086420150473714,0.01001805417938158,0.5551836490631104
0.01309713470749557,0.010706480224616826,0.5513763427734375
0.012126303808763624,0.011958031794056296,0.5577906370162964
0.014125685542821884,0.014429591866210102,0.5531130433082581
0.011191706359386443,0.009837656575255095,0.5520663857460022
0.009030115501955151,0.007709052986465395,0.556151807308197
0.009798794039525091,0.008597219360526652,0.5512420535087585
0.011442656442523003,0.011951025493908673,0.5525204539299011
0.01091355033684522,0.006937767148483545,0.5522736310958862
0.01405725439079106,0.009959441546816378,0.5551494359970093
0.010070232800208032,0.015874266943428667,0.5544537901878357
0.011402808893471957,0.013712859177030624,0.5523741245269775
0.010472311917692424,0.007163410101784393,0.550916850566864
0.012890112893655896,0.009047728227451445,0.5504559278488159
0.012544066393747926,0.009790925226407126,0.5540950894355774
0.009643868813291191,0.011610262193717063,0.5503183007240295
0.01104747830890119,0.007874780672136695,0.5520323514938354
0.008998119463212788,0.008122566272504628,0.5554167628288269
0.01158244197256863,0.010241444078274072,0.5536761283874512
0.015615399042144418,0.00835026049753651,0.5517202019691467
0.009607434114441276,0.00842974656028673,0.5531805753707886
0.010385452983900905,0.007769684230443091,0.5565598011016846
0.009818796156905592,0.011807660849299281,0.5514683723449707
0.009232568088918924,0.01190277389716357,0.5545952320098877
0.010832456299103796,0.010173238825518637,0.551003098487854
0.009252489022910594,0.015429955322761089,0.5528294444084167
0.012336106263101101,0.0321123680146411,0.5577201843261719
0.016443509673699737,0.007563125062733889,0.553541362285614
0.008278447203338146,0.010613439667504282,0.5534427165985107
0.01025328753516078,0.005332838408648967,0.5528983473777771
0.010905456729233265,0.008780339965596795,0.5503600239753723
0.012002217788249255,0.013266010279767215,0.554032564163208
0.013328005960211158,0.015308013155590742,0.5579810738563538
0.008799322238191963,0.004343712511472404,0.553943932056427
0.00971279375255108,0.008494106599828228,0.5538088083267212
0.007988221934065223,0.007683423100970686,0.555673360824585
0.010405861074104905,0.0107482027169317,0.5543652772903442
0.008501242324709892,0.008953006829833611,0.5550563335418701
0.007581671518273651,0.011048443031031639,0.5588536858558655
0.011652436889708042,0.00809721308760345,0.5510654449462891
0.010569528471678495,0.0174701595492661,0.557986319065094
0.010636027744039893,0.005742644142592326,0.5544096231460571
0.01105076597072184,0.017023872938007115,0.5465068817138672
0.010739548522979021,0.013068445350509137,0.5546585321426392
0.009725543600507081,0.010375024331733585,0.5559563040733337
0.009358983412384987,0.005845878309919499,0.5532032251358032
0.010158864613622427,0.012243704781867563,0.5509549379348755
0.009960422180593015,0.009077306968392804,0.5526961088180542
0.011324441861361265,0.01866853326559067,0.5468922257423401
0.013562274053692818,0.011130488275084645,0.554706335067749
0.012664423175156116,0.009333895326126367,0.5515640377998352
0.017059599654749034,0.04072750145569444,0.5589239597320557
0.014978141579777003,0.008202379579888657,0.5560620427131653
0.01116371102631092,0.008401856466662139,0.551486074924469
0.01043955871835351,0.01416478176601231,0.5479860901832581
0.008515402479097246,0.01199091434944421,0.5527148842811584
0.012436006031930447,0.007691506758565083,0.5536126494407654
0.008922368553467095,0.009802946986164898,0.5496953129768372
0.008970588706433772,0.007639625694137067,0.5497700572013855
0.010412542140111327,0.007993678568163886,0.5531939268112183
0.008639745879918337,0.008566633744630963,0.5540124177932739
0.013799242665991187,0.0064707369776442645,0.5503502488136292
0.007196346437558532,0.00899819317739457,0.5512648224830627
0.01351678242906928,0.01231583529151976,0.5506392121315002
0.010234250477515161,0.017280998122878373,0.555569589138031
0.013937608674168586,0.009787729608360678,0.551435649394989
0.010428003072738647,0.010382371074520051,0.5536847114562988
0.010015166569501162,0.010696004416095093,0.5478382110595703
0.010589206283912063,0.007641323929419741,0.5534190535545349
0.009516666498966516,0.006554024101933465,0.552007794380188
0.008266643872484564,0.006205140409292653,0.5542106628417969
0.009024033797904849,0.004880861073033884,0.5544336438179016
0.009722976516932248,0.009613012514309958,0.5528397560119629
0.012160875089466571,0.006451972135109827,0.5539533495903015
0.009158201105892659,0.009978290129220113,0.5530623197555542
0.01254360712133348,0.008629692536778748,0.5503139495849609
0.007178526902571321,0.010815138702746481,0.5542410016059875
0.010274335341528058,0.01328870553523302,0.5480771660804749
0.009499484561383725,0.010323013646993786,0.5539568662643433
0.008955494640395046,0.006384347940329462,0.5507347583770752
0.011673879781737924,0.012474789088591932,0.5534687042236328
0.009775335881859065,0.005431783696403727,0.5545585751533508
0.011434176359325648,0.005739042927743867,0.5521025061607361
0.011609355136752129,0.007948873159475624,0.554050087928772
0.01058436150662601,0.011823271259199828,0.553364634513855
0.008894103886559606,0.006989440901670605,0.551375687122345
0.008251911043189467,0.007808814536547288,0.5499866604804993
0.009600629694759846,0.01291172329802066,0.5477313995361328
0.010340522425249219,0.0077206888562068345,0.5503581166267395
0.011911849677562713,0.009988017338328064,0.5561324954032898
0.008392955898307264,0.009332138636382296,0.5508622527122498
0.008503168374300003,0.008134298598160967,0.555773138999939
0.009451465727761389,0.01089120194548741,0.5508840084075928
0.007720526326447725,0.009788119490258396,0.5528934597969055
0.008798905895091594,0.007746914062881843,0.5539364218711853
0.009923393689095974,0.01271396958269179,0.5539546608924866
0.010314474003389478,0.011101387244416401,0.5503021478652954
0.008845698698423802,0.018390574669465424,0.5550469756126404
0.011261241468600929,0.011713953770231456,0.5536311864852905
0.010137794837355614,0.01022341460455209,0.5564895868301392
0.010078700738959015,0.022944923404138534,0.5530399084091187
0.009834058471024037,0.006051956486189738,0.5536079406738281
0.007396592446602881,0.009713044873205946,0.5573387145996094
0.009285503788851202,0.006604896554490551,0.551249086856842
0.008863763082772494,0.010027582382317633,0.5509177446365356
0.00793656577821821,0.006851202773395926,0.549545168876648
0.008256660103797912,0.01123678743140772,0.5487923622131348
0.010820550797507166,0.00886521260952577,0.5509002208709717
0.008788096262142062,0.0059952352521941065,0.5542253255844116
0.008560493742115795,0.006181677974527702,0.5517951250076294
0.010234621558338404,0.005861503384076059,0.5548331141471863
0.009863163102418184,0.012457650043070317,0.5476988554000854
0.010822758432477713,0.010761492635356262,0.5526768565177917
0.010239232759922744,0.011308436195831746,0.5506160855293274
0.008354632668197155,0.010772976009175182,0.5538891553878784
0.00986754614394158,0.013730092134792357,0.5530163645744324
0.00853899841196835,0.00856896692654118,0.5556483268737793
0.009095953176729382,0.007236906237667426,0.5533380508422852
0.007175367521122098,0.00783349285600707,0.5516253709793091
0.007315895250067115,0.005719424498965964,0.5511831045150757
0.009735187347978354,0.003878388703451492,0.5524643659591675
0.007644555084407329,0.008911478682421148,0.5531172752380371
0.01001813960261643,0.009153296977747232,0.5559290051460266
0.009925787383690477,0.0070860432018525895,0.5537410974502563
0.010226445849984883,0.004236886336584576,0.5518661737442017
0.00931551941204816,0.010927631119266153,0.5561326146125793
0.008036038307473063,0.0064264915330568325,0.5536262392997742
0.008579672817140817,0.010341841354966163,0.5482670068740845
0.008857713537290693,0.005257312983740121,0.5530800819396973
0.007439936958253384,0.00796596462605521,0.553219199180603
0.008395446701906622,0.007214792761951685,0.5543088912963867
0.01052669090218842,0.006599628611002118,0.5513260960578918
0.009742637518793345,0.008786182464100421,0.5540111660957336
0.008497194973751903,0.007025807212339714,0.5537221431732178
0.008896140549331903,0.010080346731701866,0.5536002516746521
0.009997663209214807,0.008870256205555052,0.553203821182251
0.009960439675487577,0.008534624389139935,0.5511509776115417
