train_rl2,test_rl2,test_matrl2
0.5199008628726005,0.1480676068738103,0.07718075811862946
0.056854852698743345,0.027257246100343763,0.019973918795585632
0.015724898669868707,0.017016858640126885,0.01142996083945036
0.01450703304260969,0.007891767517430709,0.00461145443841815
0.010328936614096165,0.007671151905087754,0.00533401221036911
0.007670925902202725,0.013249156393576413,0.011911192908883095
0.010387219800613821,0.012701805526739917,0.009457231499254704
0.011400053557008506,0.006040126108564437,0.004219351802021265
0.00711722478736192,0.008190449790563435,0.006370320450514555
0.008779175514355302,0.013234401157824323,0.009903890080749989
0.013995380806736648,0.009854077643249184,0.008370624855160713
0.008518151743337511,0.015279383254237474,0.014519751071929932
0.00917502144118771,0.004118043920898345,0.002470234176144004
0.00728308217599988,0.004627185791032389,0.004150323569774628
0.008407790870405734,0.006999576880480163,0.0065327235497534275
0.011537939007394016,0.02408219191245735,0.02206832356750965
0.01100089842453599,0.016275160817895085,0.011798534542322159
0.011309830769896508,0.005379570527584292,0.0050993626937270164
0.006176811903715134,0.004329406359465793,0.00360071356408298
0.006371164491865784,0.018145888495491817,0.009659577161073685
0.009932011840865016,0.010230636991909705,0.009444843977689743
0.009031564737670124,0.00474846798402723,0.0029966614674776793
0.01163687150925398,0.005103097372048069,0.003999251406639814
0.005926383621990681,0.007901091646053827,0.007469584234058857
0.007524783299304545,0.0032659918314311654,0.003043919801712036
0.010691675706766546,0.006837508011667524,0.004120022524148226
0.01219811313552782,0.015438042606692761,0.01134798489511013
0.008684660887811333,0.011730199304874987,0.009880888275802135
0.00842989146709442,0.007903771249111742,0.007991298101842403
0.006133716108743101,0.006574845495633781,0.0052619376219809055
0.009126089476048947,0.0039044938836013897,0.0030771614983677864
0.005710302006918937,0.006547798265237361,0.0064156842418015
0.005716641945764422,0.008243172732181846,0.008154491893947124
0.005784015734679997,0.004454354038462043,0.002637863624840975
0.0075971960788592694,0.01410067055374384,0.012263105250895023
0.011155649470165372,0.006255955591332168,0.0045983740128576756
0.00898303960915655,0.005499074465478771,0.0027990094386041164
0.010239153439179062,0.003278320396784693,0.0022319552954286337
0.009927717000246049,0.006571247704559937,0.0036601568572223186
0.0065620483597740534,0.0029597932181786744,0.002574776066467166
0.006571064256131649,0.010968210981227458,0.010382033884525299
0.009939988530240952,0.00710235983482562,0.006979891564697027
0.008388182374183088,0.009482328819576651,0.009159527719020844
0.007518684505484998,0.005463666177529376,0.0030071677174419165
0.005874287746846676,0.00795978507347172,0.004259276669472456
0.008736716834828257,0.008235948781948537,0.008125575259327888
0.009123341883532704,0.007997092850273476,0.00679095508530736
0.00811932158190757,0.004066039674798958,0.0037082491908222437
0.00487241409951821,0.0024330671213101595,0.0021809583995491266
0.006074959086254239,0.008853638649452478,0.004914422053843737
0.007008210406638682,0.005770768525544554,0.0039026420563459396
0.005885634212754667,0.00859762767504435,0.008808779530227184
0.009270704835653305,0.01221068190643564,0.011230060830712318
0.009629106596112252,0.012614897933672183,0.011239773593842983
0.008030023192986846,0.009277860554866492,0.006256927736103535
0.007229361864738167,0.005243273712694645,0.004919934086501598
0.004637536304071546,0.004085437247849768,0.002443832578137517
0.004761393542867154,0.014425571769825183,0.009198819287121296
0.007944984373170882,0.00552150493953377,0.00474725803360343
0.0056230941554531455,0.005348355294263456,0.005033442284911871
0.0065608869725838305,0.005084719992446481,0.003622335148975253
0.005414902013726532,0.0022173738837591374,0.0011884579434990883
0.006327338472474366,0.0055135266948491335,0.0037389385979622602
0.004386558586265892,0.0036034532819758168,0.002067757537588477
0.008091442016884685,0.007190592641709372,0.007384786382317543
0.007227690303698182,0.008328570494195447,0.007845698855817318
0.012104327054694296,0.004332291431492195,0.0036225984804332256
0.005454189977608621,0.00388412988075288,0.003130542114377022
0.006426857928745449,0.008511279668891803,0.008555073291063309
0.005252254486549646,0.0041238405456533655,0.002673583570867777
0.004658132705371827,0.007246738331159577,0.003933797590434551
0.005412111750338226,0.0029167537984903904,0.002446145750582218
0.004739289553835988,0.0044577888236381116,0.0035798903554677963
0.005047328607179225,0.005631790547049605,0.0036044945009052753
0.006695059998892247,0.002290814849111484,0.0014298426685854793
0.006703862308058888,0.004501011648681014,0.004106392152607441
0.005027940410654992,0.005414630002633203,0.005287026986479759
0.008124233558773994,0.007997753688250668,0.005639217793941498
0.005764690246433019,0.005414111450663768,0.0034648848231881857
0.0055545230302959684,0.00988166352501139,0.008467360399663448
0.005055733935441822,0.005769130163826048,0.005262838676571846
0.005027142050676048,0.004684885728056543,0.0043299635872244835
